run_date,symbol,final_decision,strategies_fired,avg_confidence,risk_approved,supervisor_conf,suggested_entry,timeframe,max_position_pct,reasoning,momentum_fired,breakout_fired,stochastic_fired
2026-05-20 20:15:49,AARTIIND,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AARTIIND: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:15:51,ABB,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABB: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:15:53,ABBOTINDIA,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABBOTINDIA: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:15:55,ABCAPITAL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABCAPITAL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:15:57,ABFRL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABFRL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:00,ACC,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ACC: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:02,ADANIENT,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ADANIENT: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:04,ADANIPORTS,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ADANIPORTS: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:06,ALKEM,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ALKEM: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:09,AMBUJACEM,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AMBUJACEM: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:11,APOLLOHOSP,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for APOLLOHOSP: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:14,APOLLOTYRE,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for APOLLOTYRE: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:16,ASHOKLEY,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ASHOKLEY: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:18,ASIANPAINT,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ASIANPAINT: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:21,ASTRAL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ASTRAL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:24,ATUL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ATUL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:26,AUBANK,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AUBANK: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:28,AUROPHARMA,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AUROPHARMA: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:31,AXISBANK,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AXISBANK: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:33,BAJAJ-AUTO,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for BAJAJ-AUTO: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:36,BAJAJFINSV,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for BAJAJFINSV: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-20 20:16:38,BAJFINANCE,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for BAJFINANCE: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
