run_date,symbol,final_decision,strategies_fired,avg_confidence,risk_approved,supervisor_conf,suggested_entry,timeframe,max_position_pct,reasoning,momentum_fired,breakout_fired,stochastic_fired
2026-05-19 21:46:53,AARTIIND,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AARTIIND: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:47:02,ABB,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABB: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:47:08,ABBOTINDIA,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABBOTINDIA: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:47:16,ABCAPITAL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABCAPITAL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:47:23,ABFRL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ABFRL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:47:27,ACC,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ACC: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:47:59,ADANIENT,HOLD,Momentum,0.82,0,0.0,,,0.02,"Data fetched for ADANIENT: 125 rows | 1/6 strategies fired: ['Momentum'] | Risk: Insufficient rule-based signals (1 < 2 required) | Supervisor: risk not approved, holding",1,0,0
2026-05-19 21:48:01,ADANIPORTS,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ADANIPORTS: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:04,ALKEM,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ALKEM: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:07,AMBUJACEM,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AMBUJACEM: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:10,APOLLOHOSP,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for APOLLOHOSP: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:14,APOLLOTYRE,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for APOLLOTYRE: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:18,ASHOKLEY,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ASHOKLEY: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:20,ASIANPAINT,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ASIANPAINT: 0 rows | No data | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:24,ASTRAL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ASTRAL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:26,ATUL,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for ATUL: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:29,AUBANK,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AUBANK: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:31,AUROPHARMA,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AUROPHARMA: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:34,AXISBANK,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for AXISBANK: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
2026-05-19 21:48:36,BAJAJ-AUTO,HOLD,,0.0,0,0.0,,,0.0,"Data fetched for BAJAJ-AUTO: 125 rows | 0/6 strategies fired: [] | Risk: no signals to evaluate | Supervisor: risk not approved, holding",0,0,0
